Pavarde             Vardas              Nd1      Nd2      Nd3      Nd4      Nd5      Nd6      Nd7      Egz      
Pavarde5338         Vardas5338          10       5        5        7        6        2        1        5        
Pavarde5339         Vardas5339          8        7        10       1        4        9        4        9        
Pavarde5340         Vardas5340          3        4        5        5        10       9        7        8        
Pavarde5341         Vardas5341          9        10       4        5        5        10       5        5        
Pavarde5342         Vardas5342          4        2        6        5        6        4        6        8        
Pavarde5343         Vardas5343          3        8        5        2        4        3        8        1        
Pavarde5344         Vardas5344          5        9        10       10       5        8        10       4        
Pavarde5345         Vardas5345          3        3        8        1        7        4        2        8        
Pavarde5346         Vardas5346          3        10       8        2        2        4        5        5        
Pavarde5347         Vardas5347          4        10       9        10       7        3        8        4        
Pavarde5348         Vardas5348          6        5        9        10       1        7        7        7        
Pavarde5349         Vardas5349          3        3        9        2        1        7        2        5        
Pavarde5350         Vardas5350          9        10       7        7        4        5        4        1        
Pavarde5351         Vardas5351          5        5        2        7        7        9        8        7        
Pavarde5352         Vardas5352          7        7        1        7        3        3        5        9        
Pavarde5353         Vardas5353          4        3        6        7        1        7        6        4        
Pavarde5354         Vardas5354          5        8        3        1        1        9        9        1        
Pavarde5355         Vardas5355          5        2        7        1        6        7        10       5        
Pavarde5356         Vardas5356          3        9        6        1        2        5        2        9        
Pavarde5357         Vardas5357          2        7        1        3        9        6        6        4        
Pavarde5358         Vardas5358          2        10       1        7        5        6        8        1        
Pavarde5359         Vardas5359          5        8        4        5        8        5        2        9        
Pavarde5360         Vardas5360          2        9        1        7        5        6        6        1        
Pavarde5361         Vardas5361          5        5        3        8        8        1        8        6        
Pavarde5362         Vardas5362          6        9        4        5        8        7        6        8        
Pavarde5363         Vardas5363          4        1        6        10       1        4        3        5        
Pavarde5364         Vardas5364          3        1        7        3        3        7        8        2        
Pavarde5365         Vardas5365          9        3        3        4        3        9        8        9        
Pavarde5366         Vardas5366          10       9        10       8        9        1        10       6        
Pavarde5367         Vardas5367          1        4        6        3        10       3        8        2        
Pavarde5368         Vardas5368          2        10       8        4        8        8        7        8        
Pavarde5369         Vardas5369          2        6        2        2        10       4        8        1        
Pavarde5370         Vardas5370          7        6        5        10       1        4        5        3        
Pavarde5371         Vardas5371          5        6        3        2        8        9        2        8        
Pavarde5372         Vardas5372          4        2        8        10       9        2        1        8        
Pavarde5373         Vardas5373          3        8        4        6        1        4        2        7        
Pavarde5374         Vardas5374          2        1        9        8        10       1        4        6        
Pavarde5375         Vardas5375          9        8        7        10       8        9        7        4        
Pavarde5376         Vardas5376          8        7        5        1        3        1        8        2        
Pavarde5377         Vardas5377          5        2        5        8        7        1        5        7        
Pavarde5378         Vardas5378          4        8        8        7        8        3        6        3        
Pavarde5379         Vardas5379          1        6        7        10       2        1        2        10       
Pavarde5380         Vardas5380          6        6        8        5        8        5        9        4        
Pavarde5381         Vardas5381          6        7        1        2        8        8        7        8        
Pavarde5382         Vardas5382          7        10       5        1        3        5        1        10       
Pavarde5383         Vardas5383          5        6        10       8        4        7        6        9        
Pavarde5384         Vardas5384          7        10       2        9        6        9        6        7        
Pavarde5385         Vardas5385          4        5        3        3        7        3        10       8        
Pavarde5386         Vardas5386          8        5        6        2        6        10       4        6        
Pavarde5387         Vardas5387          3        5        10       8        5        6        3        4        
Pavarde5388         Vardas5388          9        9        1        9        5        2        7        5        
Pavarde5389         Vardas5389          6        2        10       3        5        10       6        8        
Pavarde5390         Vardas5390          9        3        3        5        2        2        5        4        
Pavarde5391         Vardas5391          3        4        9        3        4        9        6        8        
Pavarde5392         Vardas5392          1        6        7        5        10       9        2        7        
Pavarde5393         Vardas5393          2        3        2        1        2        7        10       1        
Pavarde5394         Vardas5394          8        3        1        8        4        8        7        1        
Pavarde5395         Vardas5395          9        8        10       2        7        2        10       5        
Pavarde5396         Vardas5396          7        5        5        7        1        4        8        4        
Pavarde5397         Vardas5397          3        10       5        5        9        4        9        9        
Pavarde5398         Vardas5398          8        1        10       3        3        8        1        7        
Pavarde5399         Vardas5399          3        3        3        10       5        6        8        8        
Pavarde5400         Vardas5400          3        3        5        10       2        4        3        2        
Pavarde5401         Vardas5401          5        5        10       6        7        5        4        6        
Pavarde5402         Vardas5402          2        1        6        2        6        2        2        7        
Pavarde5403         Vardas5403          10       6        6        8        3        5        9        1        
Pavarde5404         Vardas5404          6        10       5        10       3        8        8        10       
Pavarde5405         Vardas5405          8        9        5        8        10       7        8        10       
Pavarde5406         Vardas5406          6        1        5        3        7        3        9        9        
Pavarde5407         Vardas5407          1        6        10       8        8        7        1        4        
Pavarde5408         Vardas5408          6        4        2        7        1        10       5        9        
Pavarde5409         Vardas5409          7        9        2        5        10       8        5        9        
Pavarde5410         Vardas5410          3        8        3        7        1        9        6        10       
Pavarde5411         Vardas5411          4        3        8        4        5        3        10       6        
Pavarde5412         Vardas5412          7        5        6        5        8        5        1        9        
Pavarde5413         Vardas5413          6        7        6        4        8        1        7        4        
Pavarde5414         Vardas5414          4        2        8        4        9        7        10       4        
Pavarde5415         Vardas5415          7        6        10       9        9        9        7        4        
Pavarde5416         Vardas5416          1        5        10       4        1        3        9        2        
Pavarde5417         Vardas5417          6        4        3        6        3        6        5        2        
Pavarde5418         Vardas5418          10       7        6        10       6        10       7        5        
Pavarde5419         Vardas5419          9        5        7        6        3        10       8        6        
Pavarde5420         Vardas5420          8        4        9        2        2        3        4        8        
Pavarde5421         Vardas5421          6        2        4        2        7        2        9        7        
Pavarde5422         Vardas5422          7        2        7        10       8        9        5        1        
Pavarde5423         Vardas5423          7        5        2        6        9        9        10       8        
Pavarde5424         Vardas5424          6        2        10       7        2        4        5        1        
Pavarde5425         Vardas5425          2        4        9        10       5        10       2        3        
Pavarde5426         Vardas5426          6        3        10       8        9        2        6        9        
Pavarde5427         Vardas5427          2        4        1        5        4        1        5        4        
Pavarde5428         Vardas5428          1        3        10       4        10       9        7        6        
Pavarde5429         Vardas5429          5        3        5        5        7        7        1        10       
Pavarde5430         Vardas5430          2        3        1        2        9        9        10       3        
Pavarde5431         Vardas5431          4        3        5        3        6        2        5        2        
Pavarde5432         Vardas5432          7        1        8        9        1        7        5        3        
Pavarde5433         Vardas5433          5        2        3        1        4        5        9        10       
Pavarde5434         Vardas5434          9        2        3        5        4        9        9        8        
Pavarde5435         Vardas5435          5        5        1        7        10       10       4        6        
Pavarde5436         Vardas5436          7        9        9        6        9        2        4        9        
Pavarde5437         Vardas5437          4        9        6        3        5        2        2        6        
Pavarde5438         Vardas5438          7        4        6        1        9        3        10       5        
Pavarde5439         Vardas5439          5        10       2        10       1        3        6        2        
Pavarde5440         Vardas5440          6        5        2        8        1        7        8        3        
Pavarde5441         Vardas5441          5        1        5        4        8        2        7        9        
Pavarde5442         Vardas5442          1        4        2        5        10       9        5        6        
Pavarde5443         Vardas5443          5        9        6        1        5        4        5        7        
Pavarde5444         Vardas5444          1        5        10       8        4        7        2        2        
Pavarde5445         Vardas5445          2        9        2        10       3        6        5        8        
Pavarde5446         Vardas5446          3        6        6        4        8        1        7        5        
Pavarde5447         Vardas5447          10       5        7        4        5        4        10       8        
Pavarde5448         Vardas5448          4        2        7        2        10       3        5        6        
Pavarde5449         Vardas5449          5        9        5        3        10       4        9        2        
Pavarde5450         Vardas5450          4        1        10       9        7        10       10       3        
Pavarde5451         Vardas5451          2        3        10       1        10       5        7        1        
Pavarde5452         Vardas5452          4        1        6        4        9        5        4        7        
Pavarde5453         Vardas5453          2        8        2        2        8        4        1        1        
Pavarde5454         Vardas5454          8        2        3        5        6        9        2        3        
Pavarde5455         Vardas5455          1        1        10       2        3        1        9        7        
Pavarde5456         Vardas5456          3        3        2        2        2        6        3        2        
Pavarde5457         Vardas5457          2        4        9        5        10       7        5        4        
Pavarde5458         Vardas5458          4        5        2        1        10       8        1        7        
Pavarde5459         Vardas5459          9        2        1        5        6        5        9        5        
Pavarde5460         Vardas5460          2        9        5        6        9        10       6        10       
Pavarde5461         Vardas5461          6        8        6        6        1        5        4        10       
Pavarde5462         Vardas5462          8        2        3        3        5        5        9        4        
Pavarde5463         Vardas5463          7        4        7        6        5        9        5        6        
Pavarde5464         Vardas5464          1        3        5        10       1        1        7        2        
Pavarde5465         Vardas5465          7        4        10       4        7        9        9        6        
Pavarde5466         Vardas5466          9        9        8        7        7        9        8        8        
Pavarde5467         Vardas5467          8        2        8        3        10       4        6        7        
Pavarde5468         Vardas5468          3        7        7        10       10       10       10       9        
Pavarde5469         Vardas5469          7        4        10       10       4        4        2        5        
Pavarde5470         Vardas5470          6        4        2        7        3        3        7        7        
Pavarde5471         Vardas5471          1        9        8        7        6        2        4        10       
Pavarde5472         Vardas5472          8        6        4        1        10       9        6        4        
Pavarde5473         Vardas5473          4        3        2        6        1        1        10       3        
Pavarde5474         Vardas5474          5        6        3        9        3        2        4        5        
Pavarde5475         Vardas5475          2        5        3        5        5        3        2        6        
Pavarde5476         Vardas5476          2        10       6        9        7        3        10       6        
Pavarde5477         Vardas5477          4        10       9        5        7        9        8        9        
Pavarde5478         Vardas5478          5        5        3        3        4        8        7        7        
Pavarde5479         Vardas5479          10       9        8        4        1        3        8        5        
Pavarde5480         Vardas5480          10       7        4        5        8        9        3        4        
Pavarde5481         Vardas5481          3        3        7        2        5        10       7        7        
Pavarde5482         Vardas5482          2        2        6        4        5        8        7        7        
Pavarde5483         Vardas5483          6        10       1        4        9        5        1        3        
Pavarde5484         Vardas5484          1        7        5        1        9        5        10       8        
Pavarde5485         Vardas5485          6        5        6        5        10       10       2        6        
Pavarde5486         Vardas5486          10       1        3        5        1        1        10       3        
Pavarde5487         Vardas5487          8        3        10       5        9        8        2        4        
Pavarde5488         Vardas5488          8        3        4        3        6        4        4        9        
Pavarde5489         Vardas5489          9        1        3        10       4        6        6        6        
Pavarde5490         Vardas5490          3        1        1        1        2        8        7        4        
Pavarde5491         Vardas5491          9        3        5        5        3        5        10       5        
Pavarde5492         Vardas5492          7        1        9        2        10       2        9        2        
Pavarde5493         Vardas5493          10       4        2        10       2        8        1        6        
Pavarde5494         Vardas5494          1        3        7        4        5        1        2        1        
Pavarde5495         Vardas5495          9        4        4        5        5        10       6        9        
Pavarde5496         Vardas5496          10       8        4        3        8        4        7        8        
Pavarde5497         Vardas5497          4        1        10       3        2        3        4        1        
Pavarde5498         Vardas5498          2        3        3        2        3        2        9        4        
Pavarde5499         Vardas5499          3        8        7        10       3        10       10       7        
Pavarde5500         Vardas5500          8        7        4        7        6        3        10       7        
Pavarde5501         Vardas5501          6        9        9        3        9        2        7        3        
Pavarde5502         Vardas5502          7        2        3        3        2        10       2        1        
Pavarde5503         Vardas5503          1        5        6        5        9        9        9        4        
Pavarde5504         Vardas5504          6        1        5        5        7        2        3        8        
Pavarde5505         Vardas5505          4        5        8        4        7        10       3        3        
Pavarde5506         Vardas5506          5        6        9        4        5        2        6        2        
Pavarde5507         Vardas5507          6        10       4        5        7        7        5        10       
Pavarde5508         Vardas5508          8        10       2        5        1        6        10       9        
Pavarde5509         Vardas5509          10       8        9        1        6        9        7        4        
Pavarde5510         Vardas5510          8        8        3        5        7        6        8        5        
Pavarde5511         Vardas5511          8        9        9        3        6        5        6        5        
Pavarde5512         Vardas5512          10       10       10       10       2        4        7        3        
Pavarde5513         Vardas5513          9        9        2        4        8        6        9        6        
Pavarde5514         Vardas5514          9        7        6        7        5        2        6        5        
Pavarde5515         Vardas5515          6        8        9        4        7        2        5        6        
Pavarde5516         Vardas5516          10       5        3        4        8        9        5        8        
Pavarde5517         Vardas5517          10       2        2        4        3        5        10       10       
Pavarde5518         Vardas5518          2        3        3        5        6        3        6        3        
Pavarde5519         Vardas5519          4        8        2        2        5        3        9        10       
Pavarde5520         Vardas5520          2        6        2        5        2        1        4        3        
Pavarde5521         Vardas5521          4        1        9        6        6        1        1        10       
Pavarde5522         Vardas5522          6        3        1        4        8        3        3        4        
Pavarde5523         Vardas5523          5        3        10       1        1        4        1        8        
Pavarde5524         Vardas5524          4        5        2        9        3        4        6        6        
Pavarde5525         Vardas5525          4        10       7        8        7        10       1        1        
Pavarde5526         Vardas5526          5        7        4        5        8        4        3        7        
Pavarde5527         Vardas5527          4        5        5        8        5        8        8        10       
Pavarde5528         Vardas5528          4        4        2        6        8        9        2        3        
Pavarde5529         Vardas5529          9        1        7        4        4        3        5        6        
Pavarde5530         Vardas5530          3        7        10       2        6        4        6        3        
Pavarde5531         Vardas5531          1        3        8        2        3        1        9        6        
Pavarde5532         Vardas5532          2        7        9        3        9        7        4        3        
Pavarde5533         Vardas5533          10       8        1        6        2        4        9        8        
Pavarde5534         Vardas5534          5        10       8        2        9        8        1        10       
Pavarde5535         Vardas5535          8        1        6        9        8        1        1        9        
Pavarde5536         Vardas5536          10       1        2        1        5        1        3        4        
Pavarde5537         Vardas5537          7        7        7        1        5        1        3        8        
Pavarde5538         Vardas5538          6        10       1        8        5        10       4        1        
Pavarde5539         Vardas5539          8        1        3        5        2        1        10       9        
Pavarde5540         Vardas5540          4        3        5        1        1        3        1        8        
Pavarde5541         Vardas5541          6        4        4        6        9        5        9        2        
Pavarde5542         Vardas5542          4        9        2        1        8        2        6        2        
Pavarde5543         Vardas5543          5        10       10       8        3        4        5        3        
Pavarde5544         Vardas5544          1        8        2        1        2        6        5        2        
Pavarde5545         Vardas5545          5        8        8        7        7        10       4        9        
Pavarde5546         Vardas5546          4        9        2        3        4        9        5        7        
Pavarde5547         Vardas5547          2        6        5        3        8        5        1        10       
Pavarde5548         Vardas5548          10       6        7        5        5        2        8        5        
Pavarde5549         Vardas5549          4        6        7        10       6        5        7        1        
Pavarde5550         Vardas5550          3        1        1        7        7        10       2        9        
Pavarde5551         Vardas5551          9        4        7        8        5        10       6        5        
Pavarde5552         Vardas5552          1        3        3        6        5        4        4        4        
Pavarde5553         Vardas5553          10       8        10       2        10       8        2        10       
Pavarde5554         Vardas5554          6        4        3        9        4        1        6        7        
Pavarde5555         Vardas5555          9        1        9        4        8        9        6        10       
Pavarde5556         Vardas5556          7        6        4        8        8        5        2        10       
Pavarde5557         Vardas5557          2        6        8        8        9        2        5        5        
Pavarde5558         Vardas5558          10       1        9        5        5        2        7        10       
Pavarde5559         Vardas5559          6        4        5        10       9        5        6        2        
Pavarde5560         Vardas5560          8        7        2        5        3        4        6        8        
Pavarde5561         Vardas5561          10       2        2        2        5        6        8        4        
Pavarde5562         Vardas5562          1        8        1        2        8        6        3        8        
Pavarde5563         Vardas5563          1        2        4        3        6        10       5        6        
Pavarde5564         Vardas5564          10       3        9        2        1        6        2        1        
Pavarde5565         Vardas5565          6        9        7        3        5        10       4        4        
Pavarde5566         Vardas5566          5        8        8        2        9        8        3        8        
Pavarde5567         Vardas5567          8        1        10       3        1        4        10       6        
Pavarde5568         Vardas5568          4        8        9        5        4        9        8        7        
Pavarde5569         Vardas5569          2        6        2        2        2        9        4        2        
Pavarde5570         Vardas5570          6        1        1        4        4        9        3        1        
Pavarde5571         Vardas5571          10       5        7        9        9        6        4        4        
Pavarde5572         Vardas5572          4        8        10       7        8        7        8        10       
Pavarde5573         Vardas5573          5        6        6        7        2        6        9        10       
Pavarde5574         Vardas5574          10       7        3        5        6        4        3        5        
Pavarde5575         Vardas5575          6        3        10       6        3        8        2        2        
Pavarde5576         Vardas5576          6        7        8        9        1        8        2        9        
Pavarde5577         Vardas5577          6        8        1        1        1        5        7        9        
Pavarde5578         Vardas5578          10       7        4        10       9        4        9        6        
Pavarde5579         Vardas5579          10       4        5        5        2        4        3        5        
Pavarde5580         Vardas5580          3        2        1        6        10       9        6        4        
Pavarde5581         Vardas5581          1        8        4        3        3        6        9        7        
Pavarde5582         Vardas5582          4        3        2        10       1        6        7        5        
Pavarde5583         Vardas5583          9        10       9        7        9        10       3        1        
Pavarde5584         Vardas5584          2        7        3        5        8        3        2        6        
Pavarde5585         Vardas5585          1        8        10       10       7        4        7        9        
Pavarde5586         Vardas5586          4        7        3        8        6        7        8        1        
Pavarde5587         Vardas5587          7        6        9        4        7        9        4        2        
Pavarde5588         Vardas5588          10       9        10       4        8        2        1        7        
Pavarde5589         Vardas5589          4        7        2        5        1        9        1        6        
Pavarde5590         Vardas5590          3        3        3        1        10       1        6        7        
Pavarde5591         Vardas5591          4        3        6        9        8        9        5        7        
Pavarde5592         Vardas5592          10       10       5        9        4        8        6        4        
Pavarde5593         Vardas5593          3        10       10       1        4        2        6        7        
Pavarde5594         Vardas5594          1        5        6        9        9        4        2        4        
Pavarde5595         Vardas5595          1        7        4        10       9        7        8        5        
Pavarde5596         Vardas5596          4        8        8        5        7        10       6        2        
Pavarde5597         Vardas5597          4        1        9        8        4        10       5        10       
Pavarde5598         Vardas5598          9        1        10       6        9        8        8        6        
Pavarde5599         Vardas5599          2        1        10       5        6        7        2        8        
Pavarde5600         Vardas5600          4        5        4        5        2        1        2        10       
Pavarde5601         Vardas5601          10       7        10       7        8        2        7        2        
Pavarde5602         Vardas5602          5        5        5        3        8        5        6        9        
Pavarde5603         Vardas5603          4        6        2        8        9        2        1        6        
Pavarde5604         Vardas5604          2        5        2        5        6        10       2        9        
Pavarde5605         Vardas5605          8        10       10       7        5        1        3        1        
Pavarde5606         Vardas5606          9        6        8        3        1        2        9        6        
Pavarde5607         Vardas5607          6        8        3        6        6        2        9        3        
Pavarde5608         Vardas5608          10       8        6        5        7        8        6        8        
Pavarde5609         Vardas5609          9        5        1        5        5        4        5        8        
Pavarde5610         Vardas5610          10       2        5        7        1        7        3        6        
Pavarde5611         Vardas5611          4        3        8        8        1        1        2        6        
Pavarde5612         Vardas5612          10       9        4        2        1        1        1        2        
Pavarde5613         Vardas5613          10       6        2        8        8        8        7        3        
Pavarde5614         Vardas5614          3        1        4        4        8        2        8        5        
Pavarde5615         Vardas5615          8        7        5        6        1        5        7        8        
Pavarde5616         Vardas5616          8        1        8        8        6        1        7        5        
Pavarde5617         Vardas5617          7        9        2        6        5        2        4        6        
Pavarde5618         Vardas5618          2        2        1        7        2        9        5        1        
Pavarde5619         Vardas5619          5        2        5        5        10       10       4        10       
Pavarde5620         Vardas5620          10       7        1        4        10       7        3        4        
Pavarde5621         Vardas5621          9        10       4        1        2        4        4        5        
Pavarde5622         Vardas5622          10       2        7        9        9        6        10       3        
Pavarde5623         Vardas5623          4        2        5        10       10       4        8        10       
Pavarde5624         Vardas5624          2        2        8        4        10       1        7        8        
Pavarde5625         Vardas5625          1        1        9        3        6        6        1        8        
Pavarde5626         Vardas5626          7        3        2        9        1        8        3        5        
Pavarde5627         Vardas5627          4        8        3        3        10       8        4        10       
Pavarde5628         Vardas5628          3        8        7        3        1        2        3        4        
Pavarde5629         Vardas5629          7        7        7        4        2        9        7        4        
Pavarde5630         Vardas5630          7        8        2        10       2        2        1        10       
Pavarde5631         Vardas5631          10       9        2        10       9        2        1        1        
Pavarde5632         Vardas5632          10       9        7        4        9        5        2        3        
Pavarde5633         Vardas5633          6        4        9        7        4        3        9        1        
Pavarde5634         Vardas5634          9        8        7        10       9        9        3        4        
Pavarde5635         Vardas5635          5        8        4        4        8        7        9        10       
Pavarde5636         Vardas5636          1        3        6        6        7        4        10       1        
Pavarde5637         Vardas5637          10       4        2        6        1        9        9        5        
Pavarde5638         Vardas5638          3        2        2        2        5        3        2        10       
Pavarde5639         Vardas5639          8        6        8        6        9        3        4        2        
Pavarde5640         Vardas5640          8        7        10       8        8        2        6        8        
Pavarde5641         Vardas5641          10       2        10       3        6        1        8        7        
Pavarde5642         Vardas5642          4        3        8        8        7        6        8        8        
Pavarde5643         Vardas5643          2        4        3        8        4        6        6        1        
Pavarde5644         Vardas5644          6        7        7        5        2        7        10       10       
Pavarde5645         Vardas5645          8        3        1        2        8        10       7        1        
Pavarde5646         Vardas5646          5        7        9        6        5        1        6        1        
Pavarde5647         Vardas5647          6        1        4        6        5        6        10       7        
Pavarde5648         Vardas5648          5        8        1        5        10       7        7        9        
Pavarde5649         Vardas5649          10       1        9        3        1        1        3        8        
Pavarde5650         Vardas5650          10       6        10       10       1        1        1        1        
Pavarde5651         Vardas5651          7        3        9        8        2        7        2        5        
Pavarde5652         Vardas5652          7        2        8        2        1        8        3        5        
Pavarde5653         Vardas5653          5        9        9        9        5        7        9        8        
Pavarde5654         Vardas5654          10       10       9        1        4        1        2        6        
Pavarde5655         Vardas5655          5        8        4        7        8        3        1        9        
Pavarde5656         Vardas5656          10       2        5        10       9        8        1        7        
Pavarde5657         Vardas5657          6        1        10       1        7        3        2        4        
Pavarde5658         Vardas5658          10       2        2        1        9        6        9        3        
Pavarde5659         Vardas5659          4        10       4        8        4        1        5        6        
Pavarde5660         Vardas5660          10       6        5        2        2        2        1        9        
Pavarde5661         Vardas5661          2        8        8        2        1        7        3        10       
Pavarde5662         Vardas5662          4        5        5        1        1        4        2        10       
Pavarde5663         Vardas5663          10       6        6        8        2        5        6        7        
Pavarde5664         Vardas5664          8        8        1        5        9        1        9        1        
Pavarde5665         Vardas5665          6        4        10       3        3        6        8        8        
Pavarde5666         Vardas5666          8        1        10       1        7        8        3        7        
Pavarde5667         Vardas5667          2        6        7        3        8        6        5        10       
Pavarde5668         Vardas5668          8        3        6        7        8        2        2        7        
Pavarde5669         Vardas5669          4        7        9        3        6        3        6        2        
Pavarde5670         Vardas5670          8        1        7        9        7        1        7        5        
Pavarde5671         Vardas5671          10       2        5        9        5        5        5        7        
Pavarde5672         Vardas5672          10       4        8        7        9        6        10       8        
Pavarde5673         Vardas5673          3        1        7        2        6        9        7        9        
Pavarde5674         Vardas5674          3        5        9        8        3        6        4        1        
Pavarde5675         Vardas5675          6        6        6        10       6        1        5        1        
Pavarde5676         Vardas5676          1        5        7        7        4        9        5        10       
Pavarde5677         Vardas5677          4        7        9        4        9        5        7        6        
Pavarde5678         Vardas5678          2        9        8        2        8        1        6        3        
Pavarde5679         Vardas5679          1        10       3        3        8        7        1        10       
Pavarde5680         Vardas5680          9        3        1        5        10       5        8        2        
Pavarde5681         Vardas5681          9        8        1        6        9        8        10       3        
Pavarde5682         Vardas5682          6        6        8        5        1        8        10       5        
Pavarde5683         Vardas5683          6        8        9        7        9        10       10       10       
Pavarde5684         Vardas5684          1        1        7        3        8        1        9        4        
Pavarde5685         Vardas5685          7        7        4        5        1        5        3        5        
Pavarde5686         Vardas5686          6        8        4        4        1        2        8        5        
Pavarde5687         Vardas5687          10       8        1        5        3        5        8        7        
Pavarde5688         Vardas5688          2        9        4        10       6        9        5        6        
Pavarde5689         Vardas5689          9        3        7        3        8        5        7        10       
Pavarde5690         Vardas5690          9        6        3        9        8        3        7        7        
Pavarde5691         Vardas5691          10       8        6        3        1        8        9        7        
Pavarde5692         Vardas5692          2        3        8        2        3        7        4        1        
Pavarde5693         Vardas5693          2        1        1        5        2        1        2        5        
Pavarde5694         Vardas5694          5        10       9        3        10       6        5        6        
Pavarde5695         Vardas5695          8        3        4        3        8        7        1        7        
Pavarde5696         Vardas5696          2        9        9        1        4        2        7        10       
Pavarde5697         Vardas5697          3        9        8        2        7        3        5        10       
Pavarde5698         Vardas5698          1        2        9        3        6        9        9        8        
Pavarde5699         Vardas5699          4        6        10       6        8        10       9        1        
Pavarde5700         Vardas5700          1        9        5        4        10       6        9        5        
Pavarde5701         Vardas5701          4        7        10       9        4        6        8        8        
Pavarde5702         Vardas5702          6        10       7        2        3        1        1        3        
Pavarde5703         Vardas5703          10       4        3        5        9        4        3        6        
Pavarde5704         Vardas5704          5        4        8        1        10       1        4        3        
Pavarde5705         Vardas5705          8        4        8        5        6        4        7        5        
Pavarde5706         Vardas5706          7        1        4        5        1        3        1        6        
Pavarde5707         Vardas5707          4        3        10       1        8        8        10       10       
Pavarde5708         Vardas5708          10       9        1        5        8        7        2        5        
Pavarde5709         Vardas5709          9        8        2        3        4        10       4        5        
Pavarde5710         Vardas5710          1        9        6        2        5        5        3        10       
Pavarde5711         Vardas5711          7        10       4        8        5        2        4        6        
Pavarde5712         Vardas5712          4        6        6        5        7        1        6        7        
Pavarde5713         Vardas5713          8        8        6        7        3        10       3        9        
Pavarde5714         Vardas5714          3        10       6        8        1        4        8        2        
Pavarde5715         Vardas5715          2        6        8        7        7        9        9        8        
Pavarde5716         Vardas5716          3        9        9        5        6        2        5        6        
Pavarde5717         Vardas5717          8        7        1        6        8        3        9        3        
Pavarde5718         Vardas5718          1        7        8        7        1        5        9        8        
Pavarde5719         Vardas5719          4        3        3        7        10       1        3        9        
Pavarde5720         Vardas5720          9        9        4        4        1        5        10       1        
Pavarde5721         Vardas5721          3        6        3        5        3        6        4        1        
Pavarde5722         Vardas5722          5        10       4        2        9        4        4        3        
Pavarde5723         Vardas5723          3        9        9        5        2        9        5        1        
Pavarde5724         Vardas5724          5        5        2        8        9        4        5        7        
Pavarde5725         Vardas5725          1        3        3        10       2        3        10       1        
Pavarde5726         Vardas5726          4        4        4        6        9        5        9        9        
Pavarde5727         Vardas5727          9        6        8        4        3        6        8        9        
Pavarde5728         Vardas5728          3        8        2        10       5        7        1        4        
Pavarde5729         Vardas5729          9        2        10       6        2        4        8        8        
Pavarde5730         Vardas5730          5        2        6        2        2        2        8        9        
Pavarde5731         Vardas5731          5        6        4        4        7        1        9        4        
Pavarde5732         Vardas5732          3        7        10       4        10       6        9        3        
Pavarde5733         Vardas5733          10       1        5        6        1        6        9        6        
Pavarde5734         Vardas5734          1        7        9        5        8        8        1        5        
Pavarde5735         Vardas5735          6        4        2        4        7        10       9        2        
Pavarde5736         Vardas5736          8        5        6        10       3        1        10       8        
